Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
The Axe and the Throne (Bounds of Redemption) (Volume 1),M. D. Ireman,CreateSpace Independent Publishing Platform,2016-1-15,Kindle,493.0,4.0
UnEnchanted: An Unfortunate Fairy Tale (Unfortunate Fairy Tale;bk. 1),Chanda Hahn,CreateSpace Independent Publishing Platform,2012-4-18,Kindle,234.0,4.4
The Prince: The Jester King Fantasy Series: Book Three (Volume 3),K C Herbel,Epic Books Press,2017-9-28,Paperback,300.0,4.9
"Final Fantasy XV Game PC, PS4, DLC, Walkthrough Tips, Cheats Unofficial: Beat the Game & Get the Best Weapons!",The Yuw,CreateSpace Independent Publishing Platform,2017-4-8,Paperback,52.0,3.2
"Born To Magic: Tales Of Nevaeh, Volume I (Volume 1)",David Wind,DMW,2015-2-15,Hardcover,344.0,4.5
Nine Heroes: Tales of heroic Fantasy,Tom Barczak,CreateSpace Independent Publishing Platform,2014-2-14,Hardcover,220.0,4.7
Diary of a Wizard Kid: a hilarious adventure for children ages 9-14,Boyd Brent,Independently published,2017-11-7,Kindle,120.0,3.7
Three Wells of the Sea,Terry Madden,"Digital Fantasy Fiction, an imprint of Digital Fiction Publishing Corp.",2016-4-9,Kindle,374.0,4.5
Firebolt (The Dragonian Series) (Volume 1),Adrienne Woods,Fire Quill Publishing,2014-9-19,Paperback,474.0,4.3
Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,2007-0-0,Paperback,340.0,5.0
"Fantasy Magazine, December 2015 (Queers Destroy Fantasy! Special Issue) (Volume 59)",Matthew Cheney,CreateSpace Independent Publishing Platform,2015-11-30,Kindle,214.0,
"Fiction Writers' Phrase Book: Essential Reference and Thesaurus for Authors of Action, Fantasy, Horror, and Science Fiction (Writers' Phrase Books) (Volume 5)",Jackson Dean Chase,CreateSpace Independent Publishing Platform,2016-5-6,Kindle,60.0,4.0
The Goblin Wars: Omnibus Edition,Stuart Thaman,Nef House Publishing,2016-2-27,Kindle,810.0,4.1
Mythical Mermaids - Fantasy Adult Coloring Book (Fantasy Coloring by Selina) (Volume 8),Selina Fenech,Fairies and Fantasy Pty Ltd,2016-5-21,Hardcover,108.0,4.7
"The Ultimate Guide to Sexual Fantasy: How to Have Incredible Sex with Role Play, Sex Games, Erotic Massage, BDSM Play and Much, Much More (Ultimate Guides)",Violet Blue,Cleis Press,2014-6-17,Paperback,288.0,4.5
Seven Wonders Book 1: The Colossus Rises,Peter Lerangis,HarperCollins,2013-10-1,Paperback,384.0,4.3
Fantasies and Nightmares,Lazarus Finch,CreateSpace Independent Publishing Platform,2018-3-3,Paperback,146.0,
American Gods: A Novel,Neil Gaiman,William Morrow Paperbacks,2017-3-28,Paperback,576.0,4.3
The Jester: The Jester King Fantasy Series: Book Two (Volume 2),K C Herbel,Epic Books Press,2017-9-2,Hardcover,200.0,4.6
Fire Mage: Blacklight Chronicles,John Forrester,Amber Muse,2011-11-11,Kindle,244.0,3.5
Fantasy Characters: Easy-to-Follow Clay-Making Projects in Simple Steps (Modeling Clay Books),Bernadette Cuxart,Barron's Educational Series,2013-8-1,Kindle,36.0,4.2
The Rampart Guards: Chronicle One in the Adventures of Jason Lex,Wendy Terrien,Camashea Press,2016-2-26,Hardcover,284.0,4.6
Norse Mythology,Neil Gaiman,W. W. Norton &amp,2018-3-6,Hardcover,304.0,4.3
"Dragons: An Adult Coloring Book with Fun, Beautiful, and Relaxing Coloring Pages (Perfect Gift for Dragon Lovers)",Jade Summer,CreateSpace Independent Publishing Platform,2017-6-2,Kindle,106.0,4.7
The Chaotic Caves,J. D. Neal,CreateSpace Independent Publishing Platform,2013-2-20,Paperback,46.0,4.9
Draykon: Book 1 (The Draykon Series),Charlotte E. English,CreateSpace Independent Publishing Platform,2012-9-15,Kindle,402.0,4.3
Timekeeper,Tara Sim,Sky Pony Press,2017-10-31,Kindle,448.0,4.3
"Adult Coloring Books: Maya's Magical Fantasy: A Coloring Book Featuring Enchanted Forests, Fantasy Landscapes and Mythical Creatures",Maya Brahms,Independently published,2017-10-28,Hardcover,106.0,3.7
Romancing the Werewolf: A Supernatural Society Novella (The Supernatural Society) (Volume 2),G.L. Carriger,GAIL CARRIGER LLC,2017-11-5,Paperback,190.0,4.8
Cloak Games: Thief Trap (Volume 1),Jonathan Moeller,CreateSpace Independent Publishing Platform,2015-7-28,Paperback,128.0,4.4
Harry Potter And The Order Of The Phoenix,J.K. Rowling,Scholastic Paperbacks,2004-9-1,Paperback,896.0,4.7
Spirit & Fantasy Coloring Book: Black & White Edition,Michelle Tracey,Michelle Tracey Fantasy Art,2016-2-18,Hardcover,62.0,5.0
The Man of Legends,Kenneth Johnson,47North,2017-7-1,Kindle,428.0,4.3
Warhammer RPG: Tome of Salvation (Warhammer Fantasy Roleplay),David Chart,Black Industries,2008-7-1,Paperback,256.0,4.6
"Adult Coloring Books Fantasy Realm 4: 44 grayscale coloring pages of fantasy, fairies, flowers, elves, butterflies, animals, warriors, females and ... Coloring Books for Adults) (Volume 4)",Kimberly Hawthorne,CreateSpace Independent Publishing Platform,2018-1-5,Paperback,96.0,5.0
"Graveyard Shift: (Lana Harvey, Reapers Inc.)",Angela Roquet,CreateSpace Independent Publishing Platform,2012-9-28,Paperback,258.0,4.2
Fantasy World. Line art coloring book: Adult coloring book,Alena Lazareva,CreateSpace Independent Publishing Platform,2017-4-30,Hardcover,68.0,5.0
Annihilation: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,FSG Originals,2014-2-4,Paperback,208.0,3.6
Final Fantasy Tactics: The Official Strategy Guide (Greatest Hits),James Ratkos,Prima Publishing,2001-7-26,Hardcover,192.0,4.5
"Avenger: The Sanctuary Series, Vol. 2",Robert J. Crane,CreateSpace Independent Publishing Platform,2011-10-16,Hardcover,338.0,4.8
Monkey Isle,J. D. Neal,CreateSpace Independent Publishing Platform,2013-2-20,Hardcover,54.0,4.6
A Discovery of Witches (All Souls Trilogy),Deborah Harkness,Penguin Books,2011-12-27,Kindle,579.0,4.3
"The Seduction of the Mediterranean: Writing, Art and Homosexual Fantasy",Robert Aldrich,Routledge,1993-11-17,Kindle,288.0,4.3
Incarnation: Wandering Stars Volume One (Volume 1),Jason Tesar,CreateSpace Independent Publishing Platform,2012-6-27,Paperback,320.0,4.3
The Soul Summoner Series: Books 1-3,Elicia Hyder,Inkwell &amp,2017-5-9,Paperback,778.0,4.8
The Year's Best Dark Fantasy & Horror 2014 Edition,Laird Barron,Prime Books,2014-6-17,Kindle,576.0,4.1
Kobold Guide to Worldbuilding,Janna Silverstein,Open Design LLC,2012-12-23,Kindle,124.0,4.2
Acceptance: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,FSG Originals,2014-9-2,Hardcover,352.0,3.4
The Secret of Spellshadow Manor 4: The Keep (Volume 4),Bella Forrest,CreateSpace Independent Publishing Platform,2017-7-21,Paperback,410.0,4.6
The Legend of the Firewalker,Steve Bevil,CreateSpace Independent Publishing Platform,2013-9-15,Kindle,382.0,3.6
Official Nintendo Final Fantasy IV Advance Player's Guide,Nintendo Power,Nintendo of America Inc.,2005-12-9,Hardcover,104.0,4.5
The Land of Laughs,Jonathan Carroll,TOR,2001-2-10,Paperback,256.0,4.1
The Heroes of Olympus Paperback Boxed Set,Rick Riordan,Disney-Hyperion,2016-10-4,Kindle,3088.0,4.8
The Dark Tower I: The Gunslinger,Stephen King,Scribner,2016-5-3,Paperback,288.0,4.3
The Giver (Giver Quartet),Lois Lowry,HMH Books for Young Readers,2014-7-1,Kindle,240.0,4.4
"Adult Coloring Book : Stress Relieving Designs Animals, Mandalas, Flowers, Paisley Patterns And So Much More",Cindy Elsharouni,Selah Works Prints,2017-11-20,Paperback,128.0,4.7
"The Witcher Boxed Set: Blood of Elves, The Time of Contempt, Baptism of Fire",Andrzej Sapkowski,Orbit,2017-10-3,Kindle,1216.0,4.4
"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, In (The Inheritance Cycle)",Christopher Paolini,Knopf Books for Young Readers,2012-10-23,Kindle,880.0,4.8
"Why Dragons Hide (The Arclight Saga, Book 0)",C. M. Hayden,Independently published,2017-12-9,Kindle,171.0,4.6
Pinehurst,Nicole Grane,CreateSpace Independent Publishing Platform,2012-4-24,Paperback,246.0,4.1
The Traveler's Gift,Andy Andrews,Thomas Nelson Publishing,2012-4-6,Hardcover,240.0,4.7
Street Dreams and Hip Hop Barbershops: Global Fantasy in Urban Tanzania (Tracking Globalization),Brad Weiss,Indiana University Press,2009-5-4,Kindle,280.0,3.0
Devlin's Door: Forests of the Fae,K. Kibbee,Incorgnito Publishing Press,2016-1-15,Paperback,236.0,4.1
Atlantis Riptide: Lost Daughters of Atlantis Book 1 (Volume 1),Allie Burton,CreateSpace Independent Publishing Platform,2013-5-14,Hardcover,298.0,4.1
Scythe (Arc of a Scythe),Neal Shusterman,Simon &amp,2017-11-28,Kindle,464.0,4.7
Dark Matter: A Novel,Blake Crouch,Broadway Books,2017-5-2,Paperback,368.0,4.4
Kwarq (Lyqa Planet Lovers),Nikki Clarke,Independently published,2018-1-30,Kindle,277.0,4.7
Divergent (Divergent Series),Veronica Roth,Katherine Tegen Books,2014-9-30,Hardcover,576.0,4.5
Insurgent (Divergent Series),Veronica Roth,Katherine Tegen Books,2015-1-20,Paperback,592.0,4.5
Fairy Magic - Whimsical Fantasy Coloring Book (Fantasy Colouring by Selina) (Volume 14),Selina Fenech,Fairies and Fantasy Pty Ltd,2017-7-5,Kindle,108.0,4.8
Strega Nona,Tomie de Paola,Simon &amp,1979-9-3,Paperback,40.0,4.7
The Cricket in Times Square (Chester Cricket and His Friends),George Selden,Square Fish,2008-4-1,Paperback,144.0,4.7
Pines (The Wayward Pines Trilogy),Blake Crouch,Thomas &amp,2012-8-21,Paperback,309.0,4.1
Dagger - The Light at the End of the World (Volume 1),Walt Popester,CreateSpace Independent Publishing Platform,2016-6-24,Hardcover,238.0,3.9
Midnight's Children: A Novel (Modern Library 100 Best Novels),Salman Rushdie,Random House Trade Paperbacks,2006-4-4,Paperback,536.0,3.9
Brilliance (The Brilliance Trilogy),Marcus Sakey,Thomas &amp,2013-7-16,Hardcover,439.0,4.3
Patriots: A Novel of Survival in the Coming Collapse,James Wesley Rawles,Ulysses Press,2009-4-7,Kindle,400.0,4.1
The Hellbound Heart: A Novel,Clive Barker,Harper Perennial,2007-10-2,Kindle,164.0,4.3
The Werewolf of Bamberg (A Hangman's Daughter Tale),Oliver P\u00f6tzsch,Mariner Books,2015-12-29,Hardcover,592.0,4.5
The Andromeda Strain,Michael Crichton,Vintage,2017-1-24,Kindle,304.0,4.1
Impostor Syndrome (The Arcadia Project),Mishell Baker,Saga Press,2018-3-13,Paperback,480.0,
The Enchanted: A Novel (P.S. (Paperback)),Rene Denfeld,Harper Perennial,2015-2-24,Hardcover,272.0,4.5
Bloodsucking Fiends: A Love Story,Christopher Moore,Simon &amp,2008-3-18,Kindle,304.0,4.4
Blackbirds (Miriam Black),Chuck Wendig,Saga Press,2015-9-15,Paperback,320.0,4.4
The Children of Men,P. D. James,Vintage,2006-5-16,Kindle,256.0,3.9
Dark Tales,Shirley Jackson,Penguin Classics,2017-10-10,Paperback,208.0,4.1
The Strangers on Montagu Street (Tradd Street),Karen White,Berkley,2011-11-1,Paperback,352.0,4.6
The Plague Dogs: A Novel,Richard Adams,Ballantine Books,2006-11-28,Hardcover,416.0,4.3
The Atopia Chronicles (Atopia Series),Matthew Mather,47North,2014-1-7,Kindle,496.0,3.8
Assassin's Creed: Black Flag,Oliver Bowden,Ace,2013-12-3,Paperback,464.0,4.4
Murder on the Sugarland Express (Southern Ghost Hunter) (Volume 6),Angie Fox,Angie Fox,2017-11-20,Kindle,250.0,4.8
"Gun, with Occasional Music (Harvest Book)",Jonathan Lethem,Harvest Books,2003-9-1,Paperback,271.0,3.8
Psychic Surveys Book One: The Haunting of Highdown Hall: A Gripping Supernatural Thriller,Shani Struthers,Authors Reach 1,2018-2-3,Hardcover,332.0,4.4
The Bird's Nest,Shirley Jackson,Penguin Classics,2014-1-28,Paperback,272.0,3.8
The Lemoncholy Life of Annie Aster,Scott Wilbanks,Sourcebooks Landmark,2015-8-4,Kindle,400.0,4.4
The Meridian Ascent (Rho Agenda Assimilation),Richard Phillips,47North,2017-8-8,Paperback,412.0,4.6
The Stolen Child,Keith Donohue,Anchor,2007-5-8,Hardcover,336.0,4.0
The Naming of the Beasts (Felix Castor),Mike Carey,"Little, Brown Book Group",2011-1-5,Hardcover,512.0,4.8
Rain Dance (Sunshine & Scythes) (Volume 1),D.N. Erikson,CreateSpace Independent Publishing Platform,2018-1-1,Paperback,414.0,4.3
The Broken Eye (Lightbringer),Brent Weeks,Orbit,2015-8-18,Paperback,864.0,4.6
Last Argument of Kings (The First Law),Joe Abercrombie,Orbit,2015-9-8,Hardcover,656.0,4.2
"Quicksilver (The Baroque Cycle, Vol. 1)",Neal Stephenson,William Morrow Paperbacks,2004-9-21,Paperback,917.0,3.8
The Girl in the Green Silk Gown (Ghost Roads),Seanan McGuire,DAW,2018-7-17,Hardcover,352.0,
Wings of the Storm (Sigurd),Giles Kristian,Transworld Publishers,2017-9-1,Kindle,432.0,4.8
"The Legend of Eli Monpress: Book 1, 2 & 3 (Ominubus Edition)",Rachel Aaron,Orbit,2012-2-24,Paperback,1040.0,4.5
Bayou Born (The Foundling Series),Hailey Edwards,Piatkus Books,2017-10-17,Paperback,336.0,4.6
Fall of Light: Book Two of the Kharkanas Trilogy,Steven Erikson,Tor Books,2018-3-20,Kindle,864.0,3.8
The Woodcutter,Kate Danley,47North,2012-11-6,Kindle,280.0,4.3
The Night Realm (Spell Weaver) (Volume 1),Annette Marie,Dark Owl Fantasy Inc.,2017-10-16,Paperback,360.0,4.7
Marion Zimmer Bradley's Ravens of Avalon,Diana L. Paxson,Ace,2008-8-5,Hardcover,394.0,4.1
Cities of Gold and Glory (Fabled Lands) (Volume 2),Jamie Thomson,Fabled Lands LLP,2017-3-15,Hardcover,240.0,4.3
Tarzan of the Apes (Penguin Classics),Edgar Rice Burroughs,Penguin Classics,1990-10-1,Hardcover,320.0,4.3
Silver & Bone (American Alchemy - Wild West),Oliver Altair,Striking Books,2017-9-21,Kindle,172.0,4.8
War of Shadows (The Ascendant Kingdoms Saga),Gail Z. Martin,Orbit,2015-4-21,Paperback,640.0,4.3
The Path of Daggers: Book Eight of 'The Wheel of Time',Robert Jordan,Tor Books,2013-11-12,Paperback,528.0,3.9
Bran Mak Morn: The Last King,Robert E. Howard,Del Rey,2005-5-31,Hardcover,400.0,4.3
"Baltimore, or The Steadfast Tin Soldier & the Vampire",Christopher Golden,Dark Horse Books,2015-7-14,Kindle,288.0,4.4
Votan and Other Novels (Fantasy Masterworks),John James,Gollancz,2014-8-12,Hardcover,512.0,
More Than a Game (Fayroll),Andrey Vasilyev,Independently published,2017-2-13,Hardcover,327.0,4.2
El caballero de los Siete Reinos Knight of the Seven Kingdoms-Spanish (A Vintage Español Original) (Spanish Edition),George R. R. Martin,Vintage Espanol,2015-4-21,Paperback,368.0,4.5
In Thunder Forged: Iron Kingdoms Chronicles (The Fall of Llael),Ari Marmell,Pyr,2013-6-4,Hardcover,320.0,4.1
Fantasy in Death,J. D. Robb,Berkley,2010-7-27,Paperback,,4.5
Battle Mage,Peter Flannery,Blackheart Books,2017-3-31,Hardcover,646.0,4.8
How to Write Science Fiction & Fantasy,Orson Scott Card,Writer's Digest Books,2001-9-15,Paperback,140.0,4.2
"Fantasy Art Drawing Skills: All the Art Techniques, Demonstrations, and Short Cuts You Need to Master Fantasy Art",Socar Myles,Barron's Educational Series,2012-3-1,Paperback,128.0,4.6
"Dragons & Fantasy: Unleash your creative beast as you conjure up dragons, fairies, ogres, and other fantastic creatures (Drawing Made Easy)",Kythera of Anevern,Walter Foster Publishing,2009-4-1,Hardcover,64.0,4.4
A Pro’s Guide for Winning at Daily Fantasy Basketball,Joe Gallagher,Independently published,2017-9-29,Hardcover,44.0,4.1
Comic & Fantasy Artist's Photo Reference: Colossal Collection of Action Poses,Buddy Scalera,IMPACT Books,2011-9-26,Paperback,320.0,4.3
Fantasy Lover,Sherrilyn Kenyon,St. Martin's Paperbacks,,Paperback,,4.4
Witch Craze: Terror and Fantasy in Baroque Germany,Lyndal Roper,Yale University Press,2006-10-31,Paperback,376.0,3.7
Final Fantasy XII the Zodiac Age Game Guide Unofficial,Chala Dar,Hiddenstuff Entertainment LLC.,2017-9-29,Paperback,34.0,2.6
Fantasy Faces - A Coloring Book for Adults and All Ages!: Featuring 25 Fantasy Illustrations by Molly Harrison,Molly Harrison,CreateSpace Independent Publishing Platform,2017-6-12,Paperback,52.0,4.5
Amy Brown Faeries Coloring Book 4,Amy Brown,CreateSpace Independent Publishing Platform,2018-3-6,Paperback,44.0,
Blackmark: An Epic Fantasy Adventure Sword and Highland Magic (The Kingsmen Chronicles) (Volume 1),Jean Lowe Carlson,Jean Lowe Carlson,2016-6-8,Kindle,530.0,4.6
"L'amour, La Fantasia (Le Livre De Poche) (French Edition)",Assia Djebar,Distribooks Inc,2001-10-1,Paperback,,4.7
SNES Classic: The Ultimate Guide To Final Fantasy III,BlackNES Guy,CreateSpace Independent Publishing Platform,2017-12-11,Kindle,138.0,4.0
Dawn of Wonder (The Wakening) (Volume 1),Jonathan Renshaw,CreateSpace Independent Publishing Platform,2015-7-9,Paperback,710.0,4.6
"Nice Little Dragons: Adult Coloring Book (Coloring pages for relaxation, Stress Relieving Coloring Book) (Volume 2)",Tatiana Bogema (Stolova),CreateSpace Independent Publishing Platform,2018-3-4,Paperback,104.0,
High Fantasy (The Feedback Loop) (Volume 3),Harmon Cooper,CreateSpace Independent Publishing Platform,2015-12-17,Paperback,356.0,
"How to Write Realistic Monsters, Aliens, and Fantasy Creatures: The Top Writer's Toolkit for Fantasy, Horror, and Science Fiction (How to Write Realistic Fiction) (Volume 3)",Jackson Dean Chase,CreateSpace Independent Publishing Platform,2016-9-15,Paperback,154.0,
A Fantasy Collection - Deeper Shades: For The Novice Grayscale Colorist,Hester Moult,CreateSpace Independent Publishing Platform,2017-9-21,Kindle,,5.0
Dreams of the Past: 2017 Anthology,Sarah Gribble,Independently published,2018-2-28,Paperback,,
Essential Strategies for Winning at Daily Fantasy Sports,Kevin Bonnet,CreateSpace Independent Publishing Platform,2015-4-21,Paperback,138.0,4.2
Myth & Magic: An Enchanted Fantasy Coloring Book by Kinuko Y. Craft,Amber Lotus Publishing,Amber Lotus Publishing,2016-9-29,Kindle,,4.5
The Prentice Hall Anthology of Science Fiction and Fantasy,Jack Williamson,Pearson,2000-7-28,Paperback,1184.0,4.6
DragonArt Fantasy Characters: How to Draw Fantastic Beings and Incredible Creatures,"J ""NeonDragon"" Peffer",Impact,2007-8-27,Kindle,,4.4
A Fantasy Tree House Coloring Book,Jean Stiles,Muddy Boots,2017-10-1,Hardcover,112.0,4.8
"Fantasies of Identification: Disability, Gender, Race (Cultural Front)",Ellen Samuels,NYU Press,2014-4-25,Kindle,273.0,
Draw & Paint Fantasy Art Warriors & Heroes,Alan Lathwell,IMPACT Books,2010-8-10,Kindle,128.0,4.7
"The Compendium of Fantasy Art Techniques: The Step-by-Step Guide to Creating Fantasy Worlds, Mystical Characters, and the Creatures of Your Own Worst Nightmares",,Barron's Educational Series,2014-10-1,Hardcover,288.0,4.8
Dragonart: How to Draw Fantastic Dragons and Fantasy Creatures,"Jessica ""Neon Dragon"" Peffer",IMPACT Books,2005-9-25,Paperback,128.0,4.6
The Dark Eidolon and Other Fantasies (Penguin Classics),S. T. Joshi,Penguin Classics,2014-3-25,Kindle,400.0,4.5
Complete Sonatas and Fantasies for Solo Piano (Dover Music for Piano),Classical Piano Sheet Music,Dover Publications,1996-9-3,Hardcover,272.0,4.3
The Fantasy Bond : Structure of Psychological Defenses,R. D. Laing,Glendon Association,1987-12-1,Paperback,408.0,4.5
Afrofuturism: The World of Black Sci-Fi and Fantasy Culture,Ytasha L. Womack,Chicago Review Press,2013-10-1,Paperback,224.0,4.4
Grimgar of Fantasy and Ash (Light Novel) Vol. 5,Eiri Shirai,Seven Seas,2018-2-20,Kindle,280.0,4.5
The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9
Faded Fantasies & Forgotten Forevers,Quntavius D Johnson,CreateSpace Independent Publishing Platform,2018-2-8,Kindle,60.0,5.0
