Author,Format,ID,Name,Pages,Publisher,Publishing_Date,Rating
Molly Harrison,Paperback,211.0,"Fantasy and Fairies- A Grayscale Coloring Book: Fairies, Mermaids, Dragons and More!",52.0,CreateSpace Independent Publishing Platform,2018-1-15,5.0
H. Rider Haggard,Hardcover,212.0,She,220.0,CreateSpace Independent Publishing Platform,2017-7-23,3.9
Austin J. Bailey,Kindle,213.0,The Mage and the Magpie (Magemother) (Volume 1),366.0,CreateSpace Independent Publishing Platform,2015-6-11,4.5
Jonathan Bales,Kindle,214.0,Fantasy Football for Smart People: How to Dominate Your Draft,132.0,CreateSpace Independent Publishing Platform,2012-5-26,4.0
Adam Deats,Kindle,215.0,Final Fantasy Tactics: The War of the Lions Official Strategy Guide (BradyGames Official Strategy Guides),208.0,BradyGames,2007-10-11,4.4
Long Tran,Kindle,216.0,World of Final Fantasy,304.0,Prima Games,2016-10-25,4.3
Boyd Brent,Paperback,217.0,The Scratchling Trinity: a magical adventure for children ages 9-15,250.0,Independently published,2017-1-14,4.3
K Arsenault Rivera,Paperback,218.0,The Tiger's Daughter (Their Bright Ascendency),528.0,Tor Books,2017-10-3,4.3
Craig A. Price Jr.,Hardcover,219.0,Fantastic Creatures: A Fellowship of Fantasy Anthology (Volume 1),314.0,CreateSpace Independent Publishing Platform,2016-11-15,4.4
J. S. Bangs,Hardcover,220.0,"The Best of Heroic Fantasy Quarterly: Volume 1, 2009-2011",212.0,CreateSpace Independent Publishing Platform,2015-11-22,5.0
Stephanie Pui-Mun Law,Hardcover,221.0,"Dreamscapes: Creating Magical Angel, Faery & Mermaid Worlds In Watercolor",176.0,Impact,2008-2-15,4.8
M. D. Ireman,Kindle,222.0,The Axe and the Throne (Bounds of Redemption) (Volume 1),493.0,CreateSpace Independent Publishing Platform,2016-1-15,4.0
Chanda Hahn,Kindle,223.0,UnEnchanted: An Unfortunate Fairy Tale (Unfortunate Fairy Tale;bk. 1),234.0,CreateSpace Independent Publishing Platform,2012-4-18,4.4
K C Herbel,Paperback,224.0,The Prince: The Jester King Fantasy Series: Book Three (Volume 3),300.0,Epic Books Press,2017-9-28,4.9
The Yuw,Paperback,225.0,"Final Fantasy XV Game PC, PS4, DLC, Walkthrough Tips, Cheats Unofficial: Beat the Game & Get the Best Weapons!",52.0,CreateSpace Independent Publishing Platform,2017-4-8,3.2
David Wind,Hardcover,226.0,"Born To Magic: Tales Of Nevaeh, Volume I (Volume 1)",344.0,DMW,2015-2-15,4.5
Tom Barczak,Hardcover,228.0,Nine Heroes: Tales of heroic Fantasy,220.0,CreateSpace Independent Publishing Platform,2014-2-14,4.7
Boyd Brent,Kindle,229.0,Diary of a Wizard Kid: a hilarious adventure for children ages 9-14,120.0,Independently published,2017-11-7,3.7
Terry Madden,Kindle,230.0,Three Wells of the Sea,374.0,"Digital Fantasy Fiction, an imprint of Digital Fiction Publishing Corp.",2016-4-9,4.5
Adrienne Woods,Paperback,231.0,Firebolt (The Dragonian Series) (Volume 1),474.0,Fire Quill Publishing,2014-9-19,4.3
Piggyback,Paperback,232.0,Final Fantasy XII: The Complete Guide,340.0,Piggyback Interactive,2007-0-0,5.0
Matthew Cheney,Kindle,233.0,"Fantasy Magazine, December 2015 (Queers Destroy Fantasy! Special Issue) (Volume 59)",214.0,CreateSpace Independent Publishing Platform,2015-11-30,
Jackson Dean Chase,Kindle,234.0,"Fiction Writers' Phrase Book: Essential Reference and Thesaurus for Authors of Action, Fantasy, Horror, and Science Fiction (Writers' Phrase Books) (Volume 5)",60.0,CreateSpace Independent Publishing Platform,2016-5-6,4.0
Stuart Thaman,Kindle,235.0,The Goblin Wars: Omnibus Edition,810.0,Nef House Publishing,2016-2-27,4.1
Selina Fenech,Hardcover,236.0,Mythical Mermaids - Fantasy Adult Coloring Book (Fantasy Coloring by Selina) (Volume 8),108.0,Fairies and Fantasy Pty Ltd,2016-5-21,4.7
Violet Blue,Paperback,237.0,"The Ultimate Guide to Sexual Fantasy: How to Have Incredible Sex with Role Play, Sex Games, Erotic Massage, BDSM Play and Much, Much More (Ultimate Guides)",288.0,Cleis Press,2014-6-17,4.5
Peter Lerangis,Paperback,238.0,Seven Wonders Book 1: The Colossus Rises,384.0,HarperCollins,2013-10-1,4.3
Lazarus Finch,Paperback,239.0,Fantasies and Nightmares,146.0,CreateSpace Independent Publishing Platform,2018-3-3,
Neil Gaiman,Paperback,240.0,American Gods: A Novel,576.0,William Morrow Paperbacks,2017-3-28,4.3
K C Herbel,Hardcover,241.0,The Jester: The Jester King Fantasy Series: Book Two (Volume 2),200.0,Epic Books Press,2017-9-2,4.6
John Forrester,Kindle,242.0,Fire Mage: Blacklight Chronicles,244.0,Amber Muse,2011-11-11,3.5
Bernadette Cuxart,Kindle,243.0,Fantasy Characters: Easy-to-Follow Clay-Making Projects in Simple Steps (Modeling Clay Books),36.0,Barron's Educational Series,2013-8-1,4.2
Wendy Terrien,Hardcover,244.0,The Rampart Guards: Chronicle One in the Adventures of Jason Lex,284.0,Camashea Press,2016-2-26,4.6
Neil Gaiman,Hardcover,245.0,Norse Mythology,304.0,W. W. Norton &amp,2018-3-6,4.3
Jade Summer,Kindle,246.0,"Dragons: An Adult Coloring Book with Fun, Beautiful, and Relaxing Coloring Pages (Perfect Gift for Dragon Lovers)",106.0,CreateSpace Independent Publishing Platform,2017-6-2,4.7
J. D. Neal,Paperback,247.0,The Chaotic Caves,46.0,CreateSpace Independent Publishing Platform,2013-2-20,4.9
Charlotte E. English,Kindle,248.0,Draykon: Book 1 (The Draykon Series),402.0,CreateSpace Independent Publishing Platform,2012-9-15,4.3
Tara Sim,Kindle,249.0,Timekeeper,448.0,Sky Pony Press,2017-10-31,4.3
Maya Brahms,Hardcover,250.0,"Adult Coloring Books: Maya's Magical Fantasy: A Coloring Book Featuring Enchanted Forests, Fantasy Landscapes and Mythical Creatures",106.0,Independently published,2017-10-28,3.7
G.L. Carriger,Paperback,252.0,Romancing the Werewolf: A Supernatural Society Novella (The Supernatural Society) (Volume 2),190.0,GAIL CARRIGER LLC,2017-11-5,4.8
Jonathan Moeller,Paperback,253.0,Cloak Games: Thief Trap (Volume 1),128.0,CreateSpace Independent Publishing Platform,2015-7-28,4.4
J.K. Rowling,Paperback,254.0,Harry Potter And The Order Of The Phoenix,896.0,Scholastic Paperbacks,2004-9-1,4.7
Michelle Tracey,Hardcover,255.0,Spirit & Fantasy Coloring Book: Black & White Edition,62.0,Michelle Tracey Fantasy Art,2016-2-18,5.0
Kenneth Johnson,Kindle,256.0,The Man of Legends,428.0,47North,2017-7-1,4.3
David Chart,Paperback,257.0,Warhammer RPG: Tome of Salvation (Warhammer Fantasy Roleplay),256.0,Black Industries,2008-7-1,4.6
Kimberly Hawthorne,Paperback,258.0,"Adult Coloring Books Fantasy Realm 4: 44 grayscale coloring pages of fantasy, fairies, flowers, elves, butterflies, animals, warriors, females and ... Coloring Books for Adults) (Volume 4)",96.0,CreateSpace Independent Publishing Platform,2018-1-5,5.0
Angela Roquet,Paperback,259.0,"Graveyard Shift: (Lana Harvey, Reapers Inc.)",258.0,CreateSpace Independent Publishing Platform,2012-9-28,4.2
Alena Lazareva,Hardcover,260.0,Fantasy World. Line art coloring book: Adult coloring book,68.0,CreateSpace Independent Publishing Platform,2017-4-30,5.0
Jeff VanderMeer,Paperback,261.0,Annihilation: A Novel (The Southern Reach Trilogy),208.0,FSG Originals,2014-2-4,3.6
James Ratkos,Hardcover,264.0,Final Fantasy Tactics: The Official Strategy Guide (Greatest Hits),192.0,Prima Publishing,2001-7-26,4.5
Robert J. Crane,Hardcover,265.0,"Avenger: The Sanctuary Series, Vol. 2",338.0,CreateSpace Independent Publishing Platform,2011-10-16,4.8
J. D. Neal,Hardcover,266.0,Monkey Isle,54.0,CreateSpace Independent Publishing Platform,2013-2-20,4.6
Deborah Harkness,Kindle,267.0,A Discovery of Witches (All Souls Trilogy),579.0,Penguin Books,2011-12-27,4.3
Robert Aldrich,Kindle,268.0,"The Seduction of the Mediterranean: Writing, Art and Homosexual Fantasy",288.0,Routledge,1993-11-17,4.3
Jason Tesar,Paperback,269.0,Incarnation: Wandering Stars Volume One (Volume 1),320.0,CreateSpace Independent Publishing Platform,2012-6-27,4.3
Elicia Hyder,Paperback,270.0,The Soul Summoner Series: Books 1-3,778.0,Inkwell &amp,2017-5-9,4.8
Laird Barron,Kindle,271.0,The Year's Best Dark Fantasy & Horror 2014 Edition,576.0,Prime Books,2014-6-17,4.1
Janna Silverstein,Kindle,272.0,Kobold Guide to Worldbuilding,124.0,Open Design LLC,2012-12-23,4.2
Jeff VanderMeer,Hardcover,273.0,Acceptance: A Novel (The Southern Reach Trilogy),352.0,FSG Originals,2014-9-2,3.4
Bella Forrest,Paperback,274.0,The Secret of Spellshadow Manor 4: The Keep (Volume 4),410.0,CreateSpace Independent Publishing Platform,2017-7-21,4.6
Steve Bevil,Kindle,275.0,The Legend of the Firewalker,382.0,CreateSpace Independent Publishing Platform,2013-9-15,3.6
Nintendo Power,Hardcover,276.0,Official Nintendo Final Fantasy IV Advance Player's Guide,104.0,Nintendo of America Inc.,2005-12-9,4.5
Jonathan Carroll,Paperback,277.0,The Land of Laughs,256.0,TOR,2001-2-10,4.1
Rick Riordan,Kindle,278.0,The Heroes of Olympus Paperback Boxed Set,3088.0,Disney-Hyperion,2016-10-4,4.8
Stephen King,Paperback,279.0,The Dark Tower I: The Gunslinger,288.0,Scribner,2016-5-3,4.3
Lois Lowry,Kindle,280.0,The Giver (Giver Quartet),240.0,HMH Books for Young Readers,2014-7-1,4.4
Cindy Elsharouni,Paperback,281.0,"Adult Coloring Book : Stress Relieving Designs Animals, Mandalas, Flowers, Paisley Patterns And So Much More",128.0,Selah Works Prints,2017-11-20,4.7
Andrzej Sapkowski,Kindle,282.0,"The Witcher Boxed Set: Blood of Elves, The Time of Contempt, Baptism of Fire",1216.0,Orbit,2017-10-3,4.4
Christopher Paolini,Kindle,283.0,"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, In (The Inheritance Cycle)",880.0,Knopf Books for Young Readers,2012-10-23,4.8
C. M. Hayden,Kindle,284.0,"Why Dragons Hide (The Arclight Saga, Book 0)",171.0,Independently published,2017-12-9,4.6
Nicole Grane,Paperback,285.0,Pinehurst,246.0,CreateSpace Independent Publishing Platform,2012-4-24,4.1
Andy Andrews,Hardcover,286.0,The Traveler's Gift,240.0,Thomas Nelson Publishing,2012-4-6,4.7
Brad Weiss,Kindle,287.0,Street Dreams and Hip Hop Barbershops: Global Fantasy in Urban Tanzania (Tracking Globalization),280.0,Indiana University Press,2009-5-4,3.0
K. Kibbee,Paperback,288.0,Devlin's Door: Forests of the Fae,236.0,Incorgnito Publishing Press,2016-1-15,4.1
Allie Burton,Hardcover,289.0,Atlantis Riptide: Lost Daughters of Atlantis Book 1 (Volume 1),298.0,CreateSpace Independent Publishing Platform,2013-5-14,4.1
Neal Shusterman,Kindle,290.0,Scythe (Arc of a Scythe),464.0,Simon &amp,2017-11-28,4.7
Blake Crouch,Paperback,291.0,Dark Matter: A Novel,368.0,Broadway Books,2017-5-2,4.4
Nikki Clarke,Kindle,292.0,Kwarq (Lyqa Planet Lovers),277.0,Independently published,2018-1-30,4.7
Veronica Roth,Hardcover,293.0,Divergent (Divergent Series),576.0,Katherine Tegen Books,2014-9-30,4.5
Veronica Roth,Paperback,294.0,Insurgent (Divergent Series),592.0,Katherine Tegen Books,2015-1-20,4.5
Selina Fenech,Kindle,295.0,Fairy Magic - Whimsical Fantasy Coloring Book (Fantasy Colouring by Selina) (Volume 14),108.0,Fairies and Fantasy Pty Ltd,2017-7-5,4.8
Tomie de Paola,Paperback,296.0,Strega Nona,40.0,Simon &amp,1979-9-3,4.7
George Selden,Paperback,297.0,The Cricket in Times Square (Chester Cricket and His Friends),144.0,Square Fish,2008-4-1,4.7
Blake Crouch,Paperback,298.0,Pines (The Wayward Pines Trilogy),309.0,Thomas &amp,2012-8-21,4.1
Walt Popester,Hardcover,299.0,Dagger - The Light at the End of the World (Volume 1),238.0,CreateSpace Independent Publishing Platform,2016-6-24,3.9
Salman Rushdie,Paperback,300.0,Midnight's Children: A Novel (Modern Library 100 Best Novels),536.0,Random House Trade Paperbacks,2006-4-4,3.9
Marcus Sakey,Hardcover,301.0,Brilliance (The Brilliance Trilogy),439.0,Thomas &amp,2013-7-16,4.3
James Wesley Rawles,Kindle,302.0,Patriots: A Novel of Survival in the Coming Collapse,400.0,Ulysses Press,2009-4-7,4.1
Clive Barker,Kindle,303.0,The Hellbound Heart: A Novel,164.0,Harper Perennial,2007-10-2,4.3
Oliver P\u00f6tzsch,Hardcover,304.0,The Werewolf of Bamberg (A Hangman's Daughter Tale),592.0,Mariner Books,2015-12-29,4.5
Michael Crichton,Kindle,305.0,The Andromeda Strain,304.0,Vintage,2017-1-24,4.1
Mishell Baker,Paperback,306.0,Impostor Syndrome (The Arcadia Project),480.0,Saga Press,2018-3-13,
Rene Denfeld,Hardcover,307.0,The Enchanted: A Novel (P.S. (Paperback)),272.0,Harper Perennial,2015-2-24,4.5
Christopher Moore,Kindle,308.0,Bloodsucking Fiends: A Love Story,304.0,Simon &amp,2008-3-18,4.4
Chuck Wendig,Paperback,309.0,Blackbirds (Miriam Black),320.0,Saga Press,2015-9-15,4.4
P. D. James,Kindle,310.0,The Children of Men,256.0,Vintage,2006-5-16,3.9
Shirley Jackson,Paperback,311.0,Dark Tales,208.0,Penguin Classics,2017-10-10,4.1
Karen White,Paperback,312.0,The Strangers on Montagu Street (Tradd Street),352.0,Berkley,2011-11-1,4.6
Richard Adams,Hardcover,313.0,The Plague Dogs: A Novel,416.0,Ballantine Books,2006-11-28,4.3
Matthew Mather,Kindle,314.0,The Atopia Chronicles (Atopia Series),496.0,47North,2014-1-7,3.8
Oliver Bowden,Paperback,315.0,Assassin's Creed: Black Flag,464.0,Ace,2013-12-3,4.4
Angie Fox,Kindle,316.0,Murder on the Sugarland Express (Southern Ghost Hunter) (Volume 6),250.0,Angie Fox,2017-11-20,4.8
Jonathan Lethem,Paperback,317.0,"Gun, with Occasional Music (Harvest Book)",271.0,Harvest Books,2003-9-1,3.8
Shani Struthers,Hardcover,318.0,Psychic Surveys Book One: The Haunting of Highdown Hall: A Gripping Supernatural Thriller,332.0,Authors Reach 1,2018-2-3,4.4
Shirley Jackson,Paperback,319.0,The Bird's Nest,272.0,Penguin Classics,2014-1-28,3.8
Scott Wilbanks,Kindle,320.0,The Lemoncholy Life of Annie Aster,400.0,Sourcebooks Landmark,2015-8-4,4.4
Richard Phillips,Paperback,321.0,The Meridian Ascent (Rho Agenda Assimilation),412.0,47North,2017-8-8,4.6
Keith Donohue,Hardcover,322.0,The Stolen Child,336.0,Anchor,2007-5-8,4.0
Mike Carey,Hardcover,323.0,The Naming of the Beasts (Felix Castor),512.0,"Little, Brown Book Group",2011-1-5,4.8
D.N. Erikson,Paperback,324.0,Rain Dance (Sunshine & Scythes) (Volume 1),414.0,CreateSpace Independent Publishing Platform,2018-1-1,4.3
Brent Weeks,Paperback,325.0,The Broken Eye (Lightbringer),864.0,Orbit,2015-8-18,4.6
Joe Abercrombie,Hardcover,326.0,Last Argument of Kings (The First Law),656.0,Orbit,2015-9-8,4.2
Neal Stephenson,Paperback,327.0,"Quicksilver (The Baroque Cycle, Vol. 1)",917.0,William Morrow Paperbacks,2004-9-21,3.8
Seanan McGuire,Hardcover,328.0,The Girl in the Green Silk Gown (Ghost Roads),352.0,DAW,2018-7-17,
Giles Kristian,Kindle,329.0,Wings of the Storm (Sigurd),432.0,Transworld Publishers,2017-9-1,4.8
Rachel Aaron,Paperback,330.0,"The Legend of Eli Monpress: Book 1, 2 & 3 (Ominubus Edition)",1040.0,Orbit,2012-2-24,4.5
Hailey Edwards,Paperback,331.0,Bayou Born (The Foundling Series),336.0,Piatkus Books,2017-10-17,4.6
Steven Erikson,Kindle,332.0,Fall of Light: Book Two of the Kharkanas Trilogy,864.0,Tor Books,2018-3-20,3.8
Kate Danley,Kindle,333.0,The Woodcutter,280.0,47North,2012-11-6,4.3
Annette Marie,Paperback,334.0,The Night Realm (Spell Weaver) (Volume 1),360.0,Dark Owl Fantasy Inc.,2017-10-16,4.7
Diana L. Paxson,Hardcover,335.0,Marion Zimmer Bradley's Ravens of Avalon,394.0,Ace,2008-8-5,4.1
Jamie Thomson,Hardcover,336.0,Cities of Gold and Glory (Fabled Lands) (Volume 2),240.0,Fabled Lands LLP,2017-3-15,4.3
Edgar Rice Burroughs,Hardcover,337.0,Tarzan of the Apes (Penguin Classics),320.0,Penguin Classics,1990-10-1,4.3
Oliver Altair,Kindle,338.0,Silver & Bone (American Alchemy - Wild West),172.0,Striking Books,2017-9-21,4.8
Gail Z. Martin,Paperback,339.0,War of Shadows (The Ascendant Kingdoms Saga),640.0,Orbit,2015-4-21,4.3
Robert Jordan,Paperback,340.0,The Path of Daggers: Book Eight of 'The Wheel of Time',528.0,Tor Books,2013-11-12,3.9
Robert E. Howard,Hardcover,341.0,Bran Mak Morn: The Last King,400.0,Del Rey,2005-5-31,4.3
Christopher Golden,Kindle,342.0,"Baltimore, or The Steadfast Tin Soldier & the Vampire",288.0,Dark Horse Books,2015-7-14,4.4
John James,Hardcover,343.0,Votan and Other Novels (Fantasy Masterworks),512.0,Gollancz,2014-8-12,
Andrey Vasilyev,Hardcover,344.0,More Than a Game (Fayroll),327.0,Independently published,2017-2-13,4.2
George R. R. Martin,Paperback,345.0,El caballero de los Siete Reinos Knight of the Seven Kingdoms-Spanish (A Vintage Español Original) (Spanish Edition),368.0,Vintage Espanol,2015-4-21,4.5
Ari Marmell,Hardcover,346.0,In Thunder Forged: Iron Kingdoms Chronicles (The Fall of Llael),320.0,Pyr,2013-6-4,4.1
J. D. Robb,Paperback,348.0,Fantasy in Death,,Berkley,2010-7-27,4.5
Peter Flannery,Hardcover,349.0,Battle Mage,646.0,Blackheart Books,2017-3-31,4.8
Orson Scott Card,Paperback,350.0,How to Write Science Fiction & Fantasy,140.0,Writer's Digest Books,2001-9-15,4.2
Socar Myles,Paperback,351.0,"Fantasy Art Drawing Skills: All the Art Techniques, Demonstrations, and Short Cuts You Need to Master Fantasy Art",128.0,Barron's Educational Series,2012-3-1,4.6
Kythera of Anevern,Hardcover,352.0,"Dragons & Fantasy: Unleash your creative beast as you conjure up dragons, fairies, ogres, and other fantastic creatures (Drawing Made Easy)",64.0,Walter Foster Publishing,2009-4-1,4.4
Joe Gallagher,Hardcover,353.0,A Pro’s Guide for Winning at Daily Fantasy Basketball,44.0,Independently published,2017-9-29,4.1
Buddy Scalera,Paperback,354.0,Comic & Fantasy Artist's Photo Reference: Colossal Collection of Action Poses,320.0,IMPACT Books,2011-9-26,4.3
Sherrilyn Kenyon,Paperback,355.0,Fantasy Lover,,St. Martin's Paperbacks,,4.4
Lyndal Roper,Paperback,356.0,Witch Craze: Terror and Fantasy in Baroque Germany,376.0,Yale University Press,2006-10-31,3.7
Chala Dar,Paperback,357.0,Final Fantasy XII the Zodiac Age Game Guide Unofficial,34.0,Hiddenstuff Entertainment LLC.,2017-9-29,2.6
Molly Harrison,Paperback,358.0,Fantasy Faces - A Coloring Book for Adults and All Ages!: Featuring 25 Fantasy Illustrations by Molly Harrison,52.0,CreateSpace Independent Publishing Platform,2017-6-12,4.5
Amy Brown,Paperback,359.0,Amy Brown Faeries Coloring Book 4,44.0,CreateSpace Independent Publishing Platform,2018-3-6,
Jean Lowe Carlson,Kindle,360.0,Blackmark: An Epic Fantasy Adventure Sword and Highland Magic (The Kingsmen Chronicles) (Volume 1),530.0,Jean Lowe Carlson,2016-6-8,4.6
Assia Djebar,Paperback,361.0,"L'amour, La Fantasia (Le Livre De Poche) (French Edition)",,Distribooks Inc,2001-10-1,4.7
BlackNES Guy,Kindle,362.0,SNES Classic: The Ultimate Guide To Final Fantasy III,138.0,CreateSpace Independent Publishing Platform,2017-12-11,4.0
Jonathan Renshaw,Paperback,363.0,Dawn of Wonder (The Wakening) (Volume 1),710.0,CreateSpace Independent Publishing Platform,2015-7-9,4.6
Tatiana Bogema (Stolova),Paperback,364.0,"Nice Little Dragons: Adult Coloring Book (Coloring pages for relaxation, Stress Relieving Coloring Book) (Volume 2)",104.0,CreateSpace Independent Publishing Platform,2018-3-4,
Harmon Cooper,Paperback,365.0,High Fantasy (The Feedback Loop) (Volume 3),356.0,CreateSpace Independent Publishing Platform,2015-12-17,
Jackson Dean Chase,Paperback,366.0,"How to Write Realistic Monsters, Aliens, and Fantasy Creatures: The Top Writer's Toolkit for Fantasy, Horror, and Science Fiction (How to Write Realistic Fiction) (Volume 3)",154.0,CreateSpace Independent Publishing Platform,2016-9-15,
Hester Moult,Kindle,368.0,A Fantasy Collection - Deeper Shades: For The Novice Grayscale Colorist,,CreateSpace Independent Publishing Platform,2017-9-21,5.0
Sarah Gribble,Paperback,369.0,Dreams of the Past: 2017 Anthology,,Independently published,2018-2-28,
Kevin Bonnet,Paperback,370.0,Essential Strategies for Winning at Daily Fantasy Sports,138.0,CreateSpace Independent Publishing Platform,2015-4-21,4.2
