,docID,position,term,label
2302,116,83,go,False
2305,116,742,diet,False
2306,116,747,coke,True
2308,116,760,else,False
2311,116,775,even,False
2312,116,780,exist,False
2314,116,789,canada,False
2315,116,796,ill,False
2316,116,800,tell,False
2318,116,809,actually,False
2320,116,789,can,False
2321,116,20,get,False
2324,116,839,licks,False
2327,116,827,get,False
2328,116,858,really,False
2329,116,865,confused,False
2332,116,883,ask,False
2334,116,891,diet,False
2335,116,896,coke,True
2336,116,901,instead,False
2338,116,912,regular,False
2340,116,927,make,False
2343,116,947,criticisms,False
2346,116,965,small,False
2347,116,971,location,False
2349,116,984,valid,False
2351,116,183,place,False
2354,116,1010,small,False
2356,116,1020,cramped,False
2358,116,1033,nice,False
2360,116,517,eat,False
2363,116,1053,even,False
2365,116,1061,wait,False
2375,116,1101,mounted,False
2376,116,1109,flat,False
2377,116,1114,screen,False
2379,116,1125,people,False
2381,116,1135,watch,False
2383,116,1145,theyve,False
2384,116,1152,done,False
2386,116,823,can,False
2387,116,1162,can,False
2390,116,1175,super,False
2391,116,1181,small,False
2392,116,1187,space,False
2394,119,2,went,False
2398,119,20,husband,False
2400,119,32,another,False
2401,119,40,couple,False
2404,119,54,start,False
2407,119,67,double,False
2408,119,74,date,False
2409,119,79,night,False
2411,119,88,reserved,False
2413,119,99,table,False
2416,119,112,wednesday,False
2419,119,133,im,False
2420,119,136,glad,False
2424,119,151,even,False
2425,119,156,still,False
2428,119,170,originally,False
2429,119,181,seats,False
2432,119,192,less,False
2434,119,202,ideal,False
2435,119,208,table,False
2437,119,217,spoke,False
2440,119,230,hostess,False
2443,119,244,manager,False
2444,119,252,came,False
2447,119,265,graciously,False
2448,119,276,moved,False
2449,119,21,us,False
2453,119,300,nice,False
2457,119,321,apparently,False
2458,119,332,many,False
2459,119,337,people,False
2460,119,344,call,False
2462,119,88,reserve,False
2463,119,361,specific,False
2464,119,370,seats,False
2467,119,386,also,False
2468,119,391,offering,False
2470,119,405,winterlicious,False
2471,119,419,cocktails,True
2474,119,437,three,False
2477,119,452,one,False
2481,119,470,excellent,False
2483,119,485,appetizers,False
2484,119,496,included,False
2485,119,505,two,False
2486,119,509,salads,True
2488,119,522,looked,False
2489,119,529,great,False
2491,119,539,according,False
2494,119,556,orders,False
2497,119,572,husband,False
2498,119,580,ordered,False
2500,119,592,onion,False
2501,119,598,soup,False
2504,119,612,winterlicious,False
2505,119,626,menu,False
2509,119,642,great,False
2512,119,654,ordered,False
2514,119,666,mushroom,False
2515,119,675,soup,False
2518,119,689,prix,False
2519,119,694,fixe,False
2523,119,710,excellentthe,False
2524,119,723,main,False
2525,119,728,courses,False
2526,119,736,included,False
2527,119,745,steak,True
2530,119,760,regular,False
2531,119,768,menu,False
2532,119,773,prepared,False
2533,119,782,exactly,False
2535,119,793,asked,False
2538,119,807,steak,True
2540,119,90,served,False
2543,119,832,garlic,True
2547,119,852,tried,False
2550,119,866,really,False
2551,119,873,goodthe,False
2552,119,881,lasagna,True
2554,119,893,pork,True
2555,119,898,belly,False
2557,119,909,ordered,False
2560,119,926,winterlicious,False
2561,119,940,menu,False
2562,119,946,lasagna,True
2563,119,954,came,False
2566,119,964,rounded,False
2567,119,972,dish,False
2572,119,995,baked,False
2577,119,1016,smaller,False
2578,119,1024,side,False
2580,119,1033,satisfying,False
2581,119,1044,within,False
2583,119,1053,three,False
2584,119,728,course,False
2585,119,1066,meal,False
2587,119,1076,sauce,True
2592,119,1096,tenderness,False
2595,119,1114,pork,True
2597,119,1124,really,False
2598,119,1131,nice,False
2602,119,1147,pistachio,False
2603,119,1157,chicken,False
2607,119,1177,huge,False
2608,119,1182,dish,False
2610,119,1191,chicken,False
2611,119,1199,breast,False
2613,119,818,served,False
2616,119,1225,winterlicious,False
2617,119,1239,menu,False
2619,119,1248,option,False
2622,119,1261,rhubarb,False
2623,119,1269,crumble,False
2627,119,1289,set,False
2630,119,1300,creme,False
2631,119,1306,brule,False
2634,119,1320,know,False
2636,119,1333,brules,True
2639,119,1346,dime,False
2641,119,1353,dozen,False
2643,119,1364,many,False
2644,119,1369,places,False
2646,119,1381,sticky,False
2647,119,1388,toffee,False
2648,119,1395,cake,True
2652,119,1410,disappointed,False
2654,119,1428,cake,True
2656,119,1437,amazingfinally,False
2657,119,158,ill,False
2658,119,1456,mention,False
2661,119,1473,server,False
2663,119,1484,lovely,False
2665,119,1495,attentive,False
2669,119,1515,single,False
2670,119,1522,person,False
2673,119,1536,party,False
2675,119,1547,disappointed,False
2678,119,1567,way,False
2681,119,1579,left,False
2683,119,1589,happy,False
2685,119,1599,satisfied,False
2687,119,1369,place,False
2690,119,1626,little,False
2693,119,1640,pricier,False
2694,119,1097,end,False
2698,119,1668,less,False
2700,119,1676,except,False
2703,119,1691,three,False
2704,119,1697,drinks,False
2708,119,1718,friend,False
2712,119,1737,beers,False
2715,119,1752,guys,False
2719,119,1769,great,False
2722,119,1781,nice,False
2723,119,1786,night,False
2727,119,1801,romantic,False
2728,119,1810,date,False
2730,119,1818,will,False
2731,119,1823,definitely,False
2732,119,1834,come,False
2733,119,1839,back,False
2735,119,1849,time,False
2738,119,1861,future,False
2740,120,3,went,False
2743,120,19,dinner,False
2744,120,26,simply,False
2746,120,37,drinks,False
2748,120,47,wanted,False
2750,120,56,cocktail,True
2753,120,72,sister,False
2754,120,79,recommended,False
2756,120,96,place,False
2757,120,103,good,False
2758,120,108,choice,False
2759,120,115,mon,False
2760,120,119,soeur,False
2762,120,130,cute,False
2763,120,135,little,False
2764,120,142,bar,False
2766,120,150,nice,False
2767,120,155,clean,False
2768,120,161,decor,False
2771,120,177,interesting,False
2772,120,189,touches,False
2776,120,207,large,False
2777,120,213,metal,False
2778,120,219,cross,False
2780,120,228,one,False
2781,120,232,wall,False
2786,120,250,big,False
2787,120,254,fan,False
2790,120,266,service,False
2792,120,278,great,False
2795,120,292,drinks,False
2798,120,306,good,False
2799,120,311,size,False
2802,120,325,excellent,False
2804,120,339,husband,False
2806,120,351,scotch,True
2808,120,362,said,False
2812,120,379,smooth,False
2813,120,386,thats,False
2816,120,399,comment,False
2820,120,420,offer,False
2822,120,429,opposed,False
2824,120,440,bar,False
2825,120,444,tending,False
2828,120,459,sister,False
2831,120,473,cocktails,True
2833,120,488,great,False
2837,120,510,average,False
2838,120,518,price,False
2840,120,528,cocktails,True
2843,120,546,size,False
2844,120,551,makes,False
2846,120,560,feel,False
2848,120,570,worth,False
2852,120,589,oz,False
2853,120,592,drinks,False
2855,120,602,large,False
2856,120,608,martini,True
2857,120,616,glasses,False
2859,120,628,didnt,False
2861,120,639,food,False
2867,120,664,interested,False
2869,120,678,coming,False
2870,120,685,back,False
2872,120,695,time,False
2874,120,704,giving,False
2877,120,716,try,False
2881,122,9,surprised,False
2883,122,22,see,False
2885,122,30,negative,False
2886,122,39,reviews,False
2889,122,55,place,False
2892,122,74,just,False
2896,122,90,good,False
2897,122,95,experience,False
2901,122,119,main,False
2903,122,126,ordered,False
2905,122,138,penne,False
2906,122,144,gorgonzola,False
2909,122,165,also,False
2910,122,170,fabulous,False
2912,122,183,members,False
2915,122,197,partied,False
2916,122,205,ordered,False
2918,122,217,veal,False
2919,122,222,parmesan,False
2921,122,235,grilled,False
2922,122,243,veggies,False
2923,122,251,instead,False
2926,122,266,pasta,True
2929,122,280,salmon,True
2930,122,287,altogether,False
2932,122,301,meal,False
2933,122,306,came,False
2935,122,315,tip,False
2936,122,319,included,False
2939,122,336,think,False
2945,122,363,spend,False
2948,122,374,normal,False
2949,122,381,dinner,False
2953,122,400,crazy,False
2954,122,407,also,False
2955,122,412,note,False
2956,122,417,though,False
2961,122,439,pay,False
2964,122,451,wine,True
2968,122,126,order,False
2971,122,484,drinks,False
2974,122,503,obviously,False
2976,122,518,increased,False
2978,122,532,price,False
2980,122,543,restaurant,False
2981,122,554,atmosphere,False
2983,122,568,nothing,False
2984,122,576,special,False
2986,122,588,im,False
2987,122,591,disenchanted,False
2990,122,613,trendy,False
2991,122,620,spaces,False
2993,122,631,pretentiously,False
2994,122,645,presented,False
2995,122,655,food,False
2997,122,665,isnt,False
2998,122,670,half,False
3000,122,678,good,False
3003,122,691,wasnt,False
3005,122,699,concern,False
3009,122,719,restaurant,False
3011,122,734,clean,False
3013,122,744,comfy,False
3016,122,758,furniture,False
3019,122,774,little,False
3022,122,788,older,False
3023,122,794,side,False
3024,122,799,like,False
3026,122,808,dining,False
3027,122,815,chairs,False
3030,122,832,see,False
3033,122,844,fussy,False
3034,122,850,grandmothers,False
3035,122,863,home,False
3037,122,872,fake,False
3038,122,877,paintings,False
3041,122,894,walls,False
3045,122,914,perfect,False
3046,122,922,well,False
3049,122,932,said,False
3051,122,941,salad,False
3053,122,951,probably,False
3054,122,960,just,False
3055,122,965,average,False
3058,122,981,atmosphere,False
3059,122,992,also,False
3060,122,997,just,False
3061,122,1002,average,False
3066,122,1028,pose,False
3067,122,1033,major,False
3068,122,1039,problems,False
3071,122,1057,ultimately,False
3072,122,1068,give,False
3074,122,1078,place,False
3076,122,1090,since,False
3078,122,1098,cant,False
3081,122,1112,leaned,False
3085,122,1131,good,False
3087,122,1141,anything,False
3088,122,1150,remotely,False
3089,122,1159,bad,False
3091,122,1166,gets,False
3095,122,90,go,False
3096,122,1185,back,False
3099,122,1195,heartbeat,False
3102,123,12,scared,False
3103,123,19,away,False
3105,123,29,rock,False
3106,123,35,ritas,False
3108,123,44,ended,False
3112,123,61,place,False
3116,123,80,nothing,False
3117,123,88,else,False
3118,123,93,quieter,False
3119,123,101,ill,False
3120,123,105,start,False
3122,123,114,saying,False
3125,123,130,hostess,False
3128,123,146,server,False
3131,123,163,lovely,False
3133,123,174,theyre,False
3134,123,181,really,False
3136,123,193,earned,False
3138,123,204,single,False
3139,123,105,star,False
3143,123,234,sweet,False
3146,123,248,food,False
3148,123,257,just,False
3149,123,262,horrible,False
3151,123,274,husband,False
3152,123,282,ordered,False
3154,123,292,hot,False
3155,123,296,dog,False
3157,123,303,sorts,False
3159,123,311,asked,False
3164,123,20,way,False
3166,123,339,substitute,False
3167,123,350,fries,True
3170,123,362,salad,True
3175,123,386,course,False
3177,123,396,sandwich,True
3179,123,409,made,False
3181,123,419,plasticy,False
3182,123,428,processed,False
3183,123,438,cheese,True
3185,123,448,took,False
3186,123,453,one,False
3187,123,457,bite,False
3190,123,469,sandwich,True
3192,123,482,couldnt,False
3194,123,493,another,False
3196,123,504,got,False
3197,123,508,fries,True
3198,123,514,instead,False
3200,123,525,sweet,False
3201,123,531,potato,False
3202,123,538,didnt,False
3203,123,544,bother,False
3204,123,551,complaining,False
3207,123,573,got,False
3209,123,581,free,False
3210,123,586,salad,True
3212,123,595,whatever,False
3213,123,606,like,False
3215,123,613,said,False
3216,123,618,nice,False
3217,123,623,server,False
3219,123,633,husbands,False
3220,123,642,food,False
3222,123,651,fine,False
3223,123,656,although,False
3224,123,665,nothing,False
3225,123,673,special,False
3228,123,692,good,False
3231,123,706,refills,False
3234,123,721,drinks,False
3235,123,728,anyway,False
3237,123,738,nice,False
3240,123,750,servers,False
3243,123,766,wasnt,False
3244,123,772,good,False
3247,123,786,avoid,False
3248,123,792,eating,False
3254,124,3,got,False
3255,124,7,recommendations,False
3258,124,32,place,False
3261,124,46,parents,False
3266,124,69,anniversary,False
3268,124,84,booked,False
3272,124,105,told,False
3273,124,110,though,False
3277,124,129,first,False
3278,124,135,come,False
3279,124,140,first,False
3280,124,146,served,False
3282,124,156,terms,False
3286,124,176,ideal,False
3287,124,182,seats,False
3290,124,195,windows,False
3292,124,208,overlook,False
3294,124,221,fountains,False
3297,124,238,bellagio,False
3300,124,255,strip,False
3302,124,264,went,False
3304,124,273,lunch,False
3305,124,279,though,False
3308,124,292,wasnt,False
3310,124,302,busy,False
3313,124,316,seated,False
3316,124,195,window,False
3319,124,346,promptly,False
3320,124,355,served,False
3322,124,367,sort,False
3324,124,375,puffed,False
3325,124,382,rolls,False
3327,124,393,cheese,True
3329,124,404,herbs,False
3330,124,410,infused,False
3333,124,429,deliciousi,False
3334,124,440,ordered,False
3335,124,448,parmesan,False
3336,124,457,chicken,False
3339,124,472,husband,False
3340,124,480,ordered,False
3342,124,490,lamb,False
3343,124,495,burger,False
3345,124,507,food,False
3346,124,512,came,False
3349,124,429,delicious,False
3351,124,540,soup,True
3353,124,549,probably,False
3355,124,561,favorite,False
3356,124,570,part,False
3359,124,584,feeling,False
3361,124,597,full,False
3364,124,13,end,False
3367,124,620,declined,False
3368,124,629,dessert,False
3371,124,646,still,False
3372,124,652,given,False
3374,124,663,jellies,True
3376,124,675,chocolate,True
3380,124,699,served,False
3382,124,708,small,False
3383,124,714,chocolate,True
3384,124,724,mousse,False
3387,124,736,decorated,False
3388,124,746,plate,False
3390,124,757,said,False
3391,124,762,happy,False
3392,124,768,anniversary,False
3396,124,792,total,False
3397,124,798,surprise,False
3400,124,816,asked,False
3403,124,829,booked,False
3408,124,848,special,False
3409,124,856,occasion,False
3412,124,873,said,False
3413,124,878,nothing,False
3418,124,906,overall,False
3420,124,918,service,False
3422,124,930,great,False
3424,124,940,food,False
3425,124,525,delicious,False
3428,124,963,view,False
3429,124,968,wonderful,False
3433,124,988,great,False
3434,124,994,experience,False
3436,125,2,went,False
3440,125,20,first,False
3441,125,26,time,False
3442,125,31,yesterday,False
3443,125,41,night,False
3445,125,50,celebrate,False
3446,125,60,something,False
3449,125,78,family,False
3450,125,86,several,False
3451,125,94,members,False
3454,125,108,family,False
3459,125,133,place,False
3462,125,150,summerlicious,False
3464,125,168,really,False
3465,125,175,enjoyed,False
3468,125,189,nice,False
3469,125,194,atmosphere,False
3471,125,209,excellent,False
3472,125,219,service,False
3473,125,227,everyone,False
3474,125,236,ordered,False
3476,125,246,variety,False
3478,125,257,different,False
3479,125,267,dishes,False
3480,125,274,many,False
3484,125,290,tasted,False
3489,125,313,chicken,False
3490,125,321,salad,False
3492,125,331,thought,False
3496,125,351,good,False
3498,125,360,sisters,False
3499,125,368,pasta,True
3500,125,267,dish,False
3502,125,383,amazing,False
3503,125,331,though,False
3505,125,402,waiter,False
3506,125,409,never,False
3507,125,415,rushed,False
3508,125,161,us,False
3512,125,437,quick,False
3514,125,446,refill,False
3515,125,453,water,False
3517,125,463,bread,True
3519,125,473,clear,False
3520,125,479,dishes,False
3521,125,486,etc,False
3525,125,504,arm,False
3526,125,508,brace,False
3528,125,517,prices,False
3531,125,530,little,False
