ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
257,a guide to fantasy literature: thoughts on stories of wonder and enchantment,Philip Martin,Crickhollow Books,2009-07-01,Paperback,147.0,3.8
258,"the grand adventures of madeline cain (madeline cain, #1)",Emily Craven,Craven Publishing,2014-12-20,Paperback,250.0,3.8
259,the satyricon of petronius arbiter: the book of satyrlike adventures,Petronius Arbiter,Createspace Independent Publishing Platform,2015-08-31,Paperback,146.0,3.81
260,adventure time with finn & jake (issue #4),Ryan North,KaBOOM!,2012-05-16,Issue,28.0,4.55
261,french by heart: an american family's adventures in la belle france,Rebecca S. Ramsey,Broadway Books,2007-04-24,Paperback,320.0,3.57
262,inadvertent adventures,Loren K. Jones,Twilight Times Books,2016-02-04,Kindle Edition,319.0,4.09
263,the adventures of pete and cody,Dekota R. Cagle,Bright Virtue Publishing,2013-04-01,Paperback,170.0,3.0
264,the adventures of joel pepper,Margaret Sidney,BiblioLife,2007-10-11,Paperback,236.0,3.89
265,enchanted music (the music of the silencer),Lene Kaaberbøl,,,,112.0,3.35
266,lost in barbarian space,Anna Hackett,Smashwords Edition,2016-04-25,ebook,165.0,4.25
267,adventure of tintin flight 714,Hergé,,,Kindle Edition,,3.97
268,the mis-adventures of a teenage mark,Mark Alders,Eridani Books,2011-02-10,ebook,23.0,4.13
269,"the adventures of ibn battuta: a muslim traveler of the fourteenth century, revised edition, with a new preface",Ross E. Dunn,University of California Press,2004-12-09,Paperback,379.0,3.78
270,european travel for the monstrous gentlewoman,Theodora Goss,,,Hardcover,720.0,4.0
271,vikram and the vampire: classic hindu tales of adventure magic and romance,Anonymous,BiblioLife,2007-10-18,Paperback,248.0,3.73
272,mistborn adventure game: a house of ashes,Brandon Sanderson,Crafty Games,2011-11-23,ebook,150.0,3.75
273,lost in lexicon: an adventure in words and numbers,Pendred Noyce,Tumblehome Press,2010-10-01,Paperback,360.0,3.91
274,adventures in contentment,David Grayson,BiblioLife,2008-05-29,Paperback,140.0,4.1
275,gideon's spear,Darby Karchut,Spencer Hill Press,2014-02-04,Paperback,212.0,4.55
276,die quelle am ende der welt fantasy roman,William Morris,Bastei-Lübbe Taschenbuch,1981-02-01,Mass Market Paperback,576.0,3.8
277,comme par magie - les secrets d'écriture d'un best-seller de fantasy,Terry Brooks,Bragelonne,2010-03-19,Paperback,205.0,4.13
278,darker than you think,Jack Williamson,Gollancz/Orion,2003-08-01,Paperback,266.0,3.54
279,"la peur du sage - première partie: chronique du tueur de roi, t2",Patrick Rothfuss,Bragelonne,2014-03-14,Kindle Edition,576.0,4.54
280,"a lust for lead: a supernatural fantasy (the legend of the devil's guns, part 1)",Robert  Davis,Smashwords,2011-04-20,ebook,296.0,3.53
282,the mummy's curse: the true history of a dark fantasy,Roger Luckhurst,Oxford University Press,2012-12-01,Hardcover,321.0,3.53
283,the wfrp companion: a warhammer fantasy roleplay miscellany,Green Ronin,Black Industries,2006-11-01,Paperback,128.0,3.36
284,hard curves: the fantasy art of julie bell,Julie Bell,Running Press,1996-08-12,Softcover,128.0,4.13
285,final fantasy vii: official strategy guide,David Cassady,Bradygames,1998-06-12,Paperback,319.0,3.7
286,in the hand of dante: caught in the ultimate male fantasy,Nick Tosches,Little Brown and Company,2002-09-04,ebook,0.0,3.2
287,"the wouldbegoods by edith nesbit, fiction, classics, fantasy & magic",E. Nesbit,Aegypan,2006-09-01,Paperback,200.0,3.95
288,bloodthorne (a dark dreams lesbian fantasy),C.M. Blackwood,,,Kindle Edition,137.0,2.94
289,the easy way to write fantasy that sells,Rob Parnell,R&R Books Film Music,2013-11-30,Kindle Edition,98.0,4.13
290,"short stories: fantasy, fiction and horror",Dandi Palmer,Dodo Books,2014-10-04,Kindle Edition,60.0,3.58
291,food and fantasy in early modern japan,Eric C. Rath,University of California Press,2010-12-02,Hardcover,258.0,3.9
292,think kink,Natalie Dae,Total E-Bound,2011-04-11,ebook,33.0,3.93
293,yokohama chinatown fantasy vol. 5,Yuji Nishi,Level Comics,2011-05-04,Paperback,208.0,4.35
294,as night falls,Avril Ashton,Evernight Publishing,2014-02-05,ebook,72.0,3.81
295,the adventures of panther the cat: meet queen,Mary Martinen,iUniverse,2015-06-01,Paperback,48.0,4.0
296,havana storm,Clive Cussler,Putnam Adult,2014-10-28,Kindle Edition,480.0,3.99
297,"gulnare of the sea (arabian nights adventures, #3)",Kelley Townley,Harpendore,2016-04-20,Paperback,158.0,5.0
298,pirate adventure,Roderick Hunt,Oxford University Press,2003-09-11,Paperback,24.0,3.88
299,diaries of an adventure queen: an american in scotland,Robin  Smith,CreateSpace Independent Publishing Platform;,2013-03-24,Paperback,134.0,3.52
300,ms. frizzle's adventures: ancient egypt,Joanna Cole,Scholastic Paperbacks,2003-07-01,Paperback,48.0,3.93
301,adventure,Yu Asagiri,,,,,3.49
302,keraban the inflexible: adventures in the euxine,Jules Verne,Fredonia Books (NL),2002-11-26,Paperback,264.0,3.8
303,high adventure,Donald E. Westlake,Tor Books,,Mass Market Paperback,,3.91
304,master wolf,Rose Estes,"TSR, Inc.",1987-05-01,Mass Market Paperback,314.0,3.26
305,"pokémon adventures: black and white, vol. 2",Hidenori Kusaka,VIZ Media - Children's,2013-11-05,Paperback,192.0,4.12
306,black wave: a family's adventure at sea and the disaster that saved them,John Silverwood,Random House,2008-07-01,Hardcover,240.0,3.45
307,revenge of the mad scientist,Lara Nance,,,Kindle Edition,245.0,3.56
308,no good deed...,D.E. Wyatt,Wyrmfyr Press,2013-10-15,Paperback,132.0,3.67
309,romy's garden adventures: christmas city,Rob Towner,CreateSpace,2012-12-15,Paperback,32.0,3.63
310,the further adventures of sherlock holmes: the star of india,"Carole Buggé, C.E. Lawrence",Titan Books,2011-08-02,Paperback,224.0,3.98
311,alice in zombieland: lewis carroll's 'alice's adventures in wonderland' with undead madness,Nickolas Cook,Coscom Entertainment,2009-12-09,Paperback,132.0,3.27
312,"at the back of the north wind by george macdonald, fiction, classics, action & adventure",George MacDonald,Aegypan,2007-03-01,Hardcover,212.0,3.97
313,the adventures of ben,Anika B. Connage,Xlibris,2013-12-27,Paperback,40.0,5.0
314,rush revere and the presidency,Rush Limbaugh,Threshold Editions,2016-11-22,Kindle Edition,176.0,4.34
315,the fantasies of harlan ellison,Harlan Ellison,Gregg Press,1979-07-01,Unknown Binding,316.0,4.32
316,"tales of fantasy, fables, and fiction",Thomas H. Tribble,,,Kindle Edition,220.0,2.5
317,talislanta: fantasy roleplaying,Stephan Michael Sechi,Morrigan Press,2001-01-01,Hardcover,502.0,3.75
318,how to draw fantasy characters,Christopher Hart,Watson-Guptill,1999-04-01,Paperback,64.0,2.92
319,a magic king,Jade Lee,Epublishing Works!,2012-07-01,ebook,,3.8
320,omega fantasy,Aiden Bates,Aiden Bates,2015-12-27,Kindle Edition,504.0,2.44
321,atlantis: isaac asimov's magical world's of fantasy #9,Isaac Asimov,Roc,1988-01-05,Paperback,350.0,3.71
322,here be dragons: exploring fantasy maps and settings,Stefan Ekman,Wesleyan,2013-02-19,Paperback,284.0,3.29
323,the faery flag: stories and poems of fantasy and the supernatural,Jane Yolen,Orchard Books (NY),1989-09-01,Hardcover,120.0,4.06
324,"hello, norma jean: a flight of fantasy with marilyn monroe",Sue Dolleris,Savant Books,2010-12-21,Paperback,,4.0
325,infernal magic: an urban fantasy novel,C.N. Crawford,Createspace Independent Publishing Platform,2016-06-30,Paperback,308.0,4.05
327,conan the phenomenon: the legacy of robert e. howard's fantasy icon,Paul M. Sammon,Dark Horse Comics,2007-10-30,Hardcover,175.0,4.0
328,"émissaire: percheron, t2",Fiona McIntosh,Bragelonne,2013-07-19,Kindle Edition,480.0,3.75
329,legends & lairs: mythic races - character race compendium,Fantasy Flight Games,Fantasy Flight Games,2001-09-01,Hardcover,176.0,3.0
330,"youth by isaac asimov, science fiction, adventure, fantasy",Isaac Asimov,Aegypan,2011-06-02,Hardcover,50.0,3.76
331,more ghost stories of an antiquary (fantasy and horror classics),M.R. James,Fantasy and Horror Classics,2013-05-13,Paperback,190.0,4.23
332,the wise woman and other fantasy stories,George MacDonald,Lion Publishing,1981-10-30,Paperback,172.0,4.14
333,ted & me,Dan Gutman,HarperCollins,2012-03-20,Hardcover,208.0,4.22
334,on celestial music: and other adventures in listening,Rick Moody,Back Bay Books,2012-03-21,Paperback,448.0,3.42
335,tunnels of time: a moose jaw adventure,Mary Harelkin Bishop,Coteau Books,2000-09-01,Paperback,264.0,3.94
336,maddie hatter and the deadly diamond,Jayne Barnard,Tyche Books Ltd.,2015-09-20,Kindle Edition,222.0,4.12
337,space dreams: sci-fi adult coloring book adventure,LightBurst Media,LightBurst Media,2015-12-12,Paperback,90.0,4.2
338,a new friend,Poppy Green,Little Simon,2015-01-01,Paperback,119.0,3.93
339,the adventures of andy the acorn,Karen Valiquette,Purple Moon Publishing,2015-06-15,Paperback,52.0,4.75
340,the adventure of shoscombe old place,Arthur Conan Doyle,,,,,3.38
341,diversion: a mark rollins adventure,Tom     Collins,"I-65 North, Inc.",2017-09-29,Hardcover,294.0,4.0
342,the buccaneers,Iain Lawrence,Yearling,2003-02-11,Paperback,256.0,3.78
343,"the female quixote, or, the adventures of arabella",Charlotte Lennox,Library of Alexandria,2009-07-29,Kindle Edition,630.0,3.56
344,what it's like to be a dog: and other adventures in animal neuroscience,Gregory Berns,Basic Books,2017-09-05,Hardcover,320.0,3.72
345,the lie,Chavonne D. Stewart,CDS Books,2014-12-31,Paperback,26.0,4.33
346,the adventures of jake west,Bill Manchee,Top,2013-09-15,Paperback,139.0,3.82
347,"pokémon: diamond and pearl adventure!, vol. 7",Shigekatsu Ihara,VIZ Media - Children's,2010-07-06,Paperback,192.0,4.39
348,adventure of the abbey grange,Arthur Conan Doyle,Jimcin Recordings,2007-05-15,Audible Audio,1.0,3.88
349,the gray ghost,Clive Cussler,,,Kindle Edition,400.0,4.56
350,brave new weed: adventures into the uncharted world of cannabis,Joe Dolce,Harper Wave,2016-10-04,Hardcover,288.0,4.23
351,emily windsnap: four sparkling underwater adventures,Liz Kessler,Candlewick,2012-09-25,Paperback,,4.42
352,the adventures of little bear,Else Holmelund Minarik,Harpercollins Childrens Books,2004-05-01,Hardcover,,4.34
353,"three fantasies - tales from the cosmere: elantris, the emperor's soul, warbreaker",Brandon Sanderson,Gollancz,2014-09-25,Kindle Edition,,4.6
354,well wished/fantasy (books that cast a spell! fantasy favorites),Franny Billingsley,Aladdin,2002-06-01,Paperback,176.0,3.51
355,once upon a fantasy,Lia Davis,Fated Desires Publishing,2016-02-23,ebook,,5.0
356,the disney middle ages: a fairy-tale and fantasy past,Tison Pugh,Palgrave Macmillan,2012-12-11,Hardcover,304.0,4.11
358,before adam and other stories (science fiction & fantasy),Jack London,Leonaur Ltd,2005-11-24,paperback,332.0,3.88
359,the del rey book of science fiction and fantasy: sixteen original works by speculative fiction's finest voices,Ellen Datlow,Del Rey,2008-04-29,Paperback,400.0,3.14
360,"fantasy & science fiction, november/december 2011",Gordon Van Gelder,"Spilogale, Inc.",2011-11-01,Paperback,258.0,3.4
361,"the magazine of fantasy & science fiction, july/august 2017",C.C. Finlay,"Spilogale, Inc.",2017-07-01,Paperback,258.0,3.94
362,a valentine fantasy,Carolyn Haywood,William Morrow & Company,1976-11-01,Hardcover,32.0,3.88
363,fantasy romance,Lady Aingealicia,,,Kindle Edition,17.0,2.67
364,abarat and other fantasy tales for teens: abarat/city of the beasts/coraline,Clive Barker,HarperCollins,2002-10-22,Hardcover,1024.0,4.22
365,"ayesha, the return of she. a gothic-fantasy novel",H. Rider Haggard,Createspace Independent Publishing Platform,2016-05-26,Paperback,186.0,3.75
366,oz and beyond: the fantasy world of l. frank baum,Michael O. Riley,University Press of Kansas,1997-08-01,Hardcover,288.0,3.78
367,"red hot fantasies boxed set, volume 1",Opal Carew,Opal Carew,2014-04-13,Kindle Edition,97.0,3.88
368,"the variable man by philip k. dick, science fiction, literary, fantasy",Philip K. Dick,Aegypan,2011-06-01,Paperback,88.0,3.76
370,magic of incarnum,James Wyatt,Wizards of the Coast,2005-09-01,Hardcover,224.0,3.24
372,elves don't wear hard hats,Debbie Dadey,Scholastic Paperbacks,1995-11-01,Paperback,96.0,3.76
373,the rover adventures: the giggler treatment / rover saves christmas / the meanwhile adventures,Roddy Doyle,Scholastic,,Hardcover,,4.22
374,valentina and the haunted mansion,Majanka Verstraete,Evolved Publishing LLC,2013-05-20,Paperback,48.0,4.41
375,binky the space cat,Ashley Spires,Kids Can Press,2009-08-01,Kindle Edition,64.0,4.05
376,within the veil: an adventure in time,Ruth  Lee,Lee Way Publishing,1996-01-01,Paperback,,3.67
377,walking shoes,Lynne Gentry,Travel Light Press,2016-11-10,Kindle Edition,407.0,4.14
378,tintin and the broken ear: the adventures of tintin,Hergé,,,Kindle Edition,,3.87
379,the further adventures of sherlock holmes: the ripper legacy,David Stuart Davies,Titan Books,2016-07-19,ebook,224.0,3.77
380,alien stars: a harry stubbs adventure,David Hambling,Ryefield Press,2017-02-12,Paperback,231.0,4.45
381,who killed john f. kennedy?,Justin Sewell,"Despair, Inc.",2013-07-21,Paperback,190.0,4.05
382,"counterclockwise: my year of hypnoisis, hormones, and other adventures in the world of anti-aging",Lauren Kessler,Rodale Books,2013-06-04,Hardcover,256.0,3.53
383,abc adventures: magical creatures,Mikey Brooks,Lost Treasure Publishing & Illustrating,2012-12-31,Paperback,36.0,4.57
384,"pokémon adventures, vol. 24",Hidenori Kusaka,VIZ Media - Children's,2014-09-02,Paperback,216.0,4.37
385,"pokémon adventures, vol. 25",Hidenori Kusaka,VIZ Media - Children's,2014-11-04,Paperback,267.0,4.41
386,the endermen invasion,Winter Morgan,Sky Pony Press,2014-11-18,Kindle Edition,112.0,4.46
387,"chilling adventures of sabrina, vol. 2",Roberto Aguirre-Sacasa,Archie Comic Publications,2017-12-19,Paperback,176.0,4.44
388,further adventures in the restless universe,Dawn Raffel,Dzanc Books,2010-03-01,Paperback,120.0,3.56
389,martians don't take temperatures,Debbie Dadey,Scholastic Paperbacks,1996-01-01,Paperback,80.0,3.68
390,man of war: my adventures in the world of historical reenactment,Charlie Schroeder,Hudson Street Press,2012-05-24,Hardcover,288.0,3.61
391,the dedalus book of greek fantasy,David Connolly,Dedalus,2004-05-01,Paperback,308.0,3.5
392,the pleasure of avin's fantasy,Samantha Wellshauna,,,Kindle Edition,21.0,2.72
393,starlight city (oxford fantasy),Sue Welford,,,Paperback,176.0,3.08
394,hidden folk: icelandic fantasies,Eleanor Arnason,Many Worlds Press,2014-12-15,Hardcover,192.0,3.83
395,milking maggie (a lactation fantasy),Ashley K. Bennet,Bridle Books,2012-11-01,Kindle Edition,66.0,3.67
396,fantasy art bible,Jane Moseley,Chartwell Books,2009-09-01,Spiral-bound,192.0,3.09
397,unit origami fantasy,Tomoko Fuse,,,Paperback,158.0,4.6
398,fantasy playland box set,Cleo Peitsche,Pouch Productions,2014-01-01,Kindle Edition,153.0,4.0
399,locked out naked: an exhibitionist fantasy,Poppy Romero,,,Kindle Edition,36.0,3.9
400,dare: sensual tales of fantasy & suspense,Jenny Schwartz,Jenny Schwartz,2014-10-30,Kindle Edition,300.0,3.88
401,a hustler's fantasy 3: an urban romance,Shameka Jones,Royalty Publishing House,2016-12-22,Kindle Edition,,4.89
402,highlander in her bed,Cathleen Ross,Cathleen Ross,2012-10-09,Kindle Edition,72.0,3.85
403,magical wishes,Isaac Asimov,New American Library,1986-11-01,Mass Market Paperback,,3.69
404,"revisiting narnia: fantasy, myth and religion in c. s. lewis' chronicles",Shanna Caughey,Smart Pop,2005-09-10,Paperback,310.0,3.64
405,manga mania fantasy worlds: how to draw the enchanted worlds of japanese comics,Christopher Hart,Watson-Guptill,2003-09-01,Paperback,144.0,3.34
406,"angelic visions: create fantasy art angels with watercolor, ink and colored pencil.",Angela R. Sasser,North Light Books,2011-01-13,Paperback,128.0,4.47
408,the enchanted door,Geronimo Stilton,Elex Media Komputindo,2012-09-03,Paperback,352.0,4.08
409,blind ecstasy,Desiree Holt,Secret Cravings Publishing,2012-07-03,ebook,,3.67
410,die königreiche gottes i. hawkwoods reise. fantasy  roman,Paul Kearney,,,,,3.74
411,the adventure of the veiled lodger,Arthur Conan Doyle,,,,,3.38
412,the story of the treasure seekers: being the adventures of the bastable children in search of a fortune,E. Nesbit,Puffin Books,1987-04-07,Paperback,208.0,3.93
413,sammie & budgie (simon adventures book 3),Scott Semegran,Mutt Press,2017-10-01,Kindle Edition,,3.4
414,"the adventures of tintin, vol. 7: the castafiore emerald / flight 714 to sydney / tintin and the picaros",Hergé,"Little, Brown Books for Young Readers",1997-09-01,Hardcover,192.0,4.29
415,the starless world,Gordon Eklund,Spectra,1994-02-01,Mass Market Paperback,152.0,3.3
416,"the less than epic adventures of tj and amal, vol. 1: poor boys and pilgrims",E.K. Weaver,,,Paperback,127.0,4.34
417,the adventures of sir and babygirl,Kayla Lords,Kayla Lords,2014-01-01,ebook,59.0,3.79
418,joy's great zoo adventure,Leon Opio,Mirror Publishing,2015-02-05,Paperback,26.0,5.0
419,"sharpe's fortress : richard sharpe & the siege of gawilghur, december 1803",Bernard Cornwell,HarperCollins,2007-01-01,Mass Market Paperback,,4.12
420,warrior cats - special adventure 4. streifensterns bestimmung,Erin Hunter,Beltz & Gelberg,2014-10-01,Kindle Edition,545.0,4.57
421,tyger,Julian Stockwin,McBooks Press,2015-11-01,Hardcover,352.0,4.43
422,the adventure of the retired colourman,Arthur Conan Doyle,,,,,3.46
423,keeping secrets,Joan Lowery Nixon,Laurel Leaf,1996-02-01,Mass Market Paperback,163.0,3.89
424,pathfinder: a todhunter moon adventure,Angie Sage,Bloomsbury Childrens,2014-10-09,Kindle Edition,384.0,4.18
425,the mysterious hideaway,Lois Walfrid Johnson,Bethany House Publishers,1992-05-01,Paperback,158.0,4.06
